EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Corner3FGA,PenaltyCorner3FGA,FG3A,OpponentPoints,PenaltyFG3A,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,Corner3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffRebounds,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,SecondChanceAtRimFGA,SecondChanceFG2A,LongMidRangeAssists,FTOffRebounds,Steals,BadPassSteals,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,LongMidRangeFGA,FtPoints,PenaltyFtPoints,PtsUnassisted2s,ShortMidRangeAssists,SelfOReb,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,OffArc3ReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeFGM,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,Fg2aBlocked,DefThreePtRebounds,BadPassTurnovers,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,FTDefRebounds,DeadBallTurnovers,DefFTReboundPct,LostBallSteals,DefCorner3ReboundPct,on,SecondChanceAtRimFGM,Corner3FGM,PenaltyCorner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChancePoints,PenaltyFG3M,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,BadPassOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,SecondChanceFtPoints,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,3SecondViolations,ShortMidRangePctBlocked,Corner3Assists,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,HeaveAttempts,Technical Free Throw Trips,SecondChanceCorner3FGM,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1904,1610612747,Devean George,Devean George,1904,LAL,179.0,3,-3,6,5,6,1,1.0,11,1.0,1.0,1.0,9,1.0,1.0,1.0,6,1.0,14.285714285714285,1.0,1.0,1.0,0.56685,0.56685,24.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,1610612747,Shaquille O'Neal,Shaquille O'Neal,406,LAL,345.0,6,-10,13,11,13,7,3.0,24,,,,17,,,,13,,31.25,,,0.3333333333333333,0.4272,0.4272,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4,0.4,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,0.25,0.25,1.0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1610612747,Gary Payton,Gary Payton,56,LAL,335.0,6,-10,11,10,11,6,2.0,21,,,1.0,17,1.0,1.0,1.0,11,1.0,7.692307692307692,,,1.0,0.55935,0.55935,25.4,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.25,0.14285714285714285,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,1610612747,Bryon Russell,Bryon Russell,935,LAL,881.0,15,-20,35,31,33,27,3.0,66,1.0,1.0,2.0,44,2.0,1.0,2.0,33,0.6666666666666666,7.894736842105263,0.3333333333333333,0.3333333333333333,1.0,0.5146000000000001,0.5146000000000001,25.1,0.9428571428571428,,1.0,,1.0,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,,,,,1.0,,1.0,,1.0,2.0,2.0,1.0,4.0,,1.0,,,,0.3333333333333333,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,461.0,8,-11,16,14,16,10,3.0,30,,,1.0,23,1.0,,1.0,16,0.25,31.57894736842105,,,0.75,0.49672499999999997,0.49672499999999997,26.7,1.0,1.0,2.0,1.0,2.0,,,1.0,3.0,3.0,1.0,3.0,3.0,,,,1.0,2.0,1.0,,3.0,,,0.3333333333333333,0.3333333333333333,0.25,0.25,0.3,0.3,,,,0.5,0.5,0.5,,,,,,0.5,0.5,0.2,0.25,1.0,4.666666666666667,1.0,,1.0,,1.0,1.0,1.0,,2.0,1.0,1.0,0.2,0.1,,0.25,,0.25,,1.0,,,,,1.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2416,1610612747,Kareem Rush,Kareem Rush,2416,LAL,399.0,7,-9,17,15,15,15,,32,,,2.0,20,1.0,1.0,1.0,15,0.5,29.41176470588235,,,0.75,0.439975,0.4384333333333334,25.65,0.8823529411764706,1.0,1.0,1.0,1.0,,,2.0,2.0,6.0,2.0,2.0,6.0,4.0,,,,3.0,,,6.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.6,0.75,,,,0.25,1.0,1.0,1.0,,,,,0.3333333333333333,1.0,0.2,,1.0,9.05,2.0,,1.0,,2.0,,,,,,,,,,0.5,,0.3333333333333333,,,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,0.25,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,1610612747,Brian Cook,Brian Cook,2567,LAL,536.0,9,-10,22,20,20,20,,42,,,,27,,1.0,1.0,20,,31.818181818181817,,,0.3333333333333333,0.45646666666666674,0.42734000000000005,,0.9090909090909091,,2.0,,1.0,2.0,2.0,3.0,6.0,6.0,3.0,5.0,6.0,,3.0,4.0,4.0,,,,6.0,,,0.5,0.6,0.5,0.6,0.5,0.6,0.75,0.6666666666666666,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,,0.2,,,,1.0,9.450000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,6.0,,,1.0,,1.0,1.0,1.0,,,0.3333333333333333,1.0,,,,,0.5,0.5,,,1.0,1.0,1.0,0.16666666666666666,0.5,0.5,1.0,0.5,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,393.0,7,-7,17,15,15,15,,32,,,,19,,,,15,,5.88235294117647,,,,,,,0.8823529411764706,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,556.0,9,-9,25,21,23,21,1.0,46,1.0,1.0,1.0,27,1.0,,1.0,23,0.5,15.384615384615383,0.5,0.5,0.5,0.4376,0.4376,24.3,0.92,,,,,,,1.0,1.0,3.0,1.0,1.0,3.0,2.0,,1.0,1.0,2.0,,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,,0.2,,,,,,,,,,,,,,1.0,18.2,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,0.5,1.0,,,,,1.0,1.0,1.0,,,1.0,1.0,,,0.5,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,1610612747,Rick Fox,Rick Fox,296,LAL,320.0,5,-11,13,13,13,13,2.0,26,,,,17,,1.0,1.0,13,,6.666666666666667,,,,0.4117,0.4117,,1.0,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,2.0,2.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,21.8,,,,,,1.0,1.0,,2.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,2.0,,0.6666666666666666,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,1610612747,Devean George,Devean George,1904,LAL,28075.0,468,27,824,823,173,213,106.0,1647,18.0,5.0,58.0,819,12.0,15.0,44.0,173,0.5858585858585859,12.725344644750797,0.18181818181818182,0.25,0.8181818181818182,0.5311378787878788,0.5165000000000001,24.613793103448273,0.2099514563106796,13.0,23.0,2.0,4.0,3.0,5.0,21.0,41.0,121.0,4.0,8.0,37.0,26.0,27.0,39.0,50.0,20.0,4.0,6.0,37.0,0.6190476190476191,0.7222222222222222,0.5121951219512195,0.5,0.5454545454545454,0.65,0.555045871559633,0.6851851851851852,0.08653846153846154,0.09156626506024096,0.056910569105691054,0.23232323232323232,0.5652173913043478,0.7222222222222222,0.6923076923076923,0.050505050505050504,0.6,0.6,0.3333333333333333,0.2,0.5,0.038834951456310676,0.08888888888888889,0.30578512396694213,7.339024390243903,40.0,3.0,7.0,3.0,40.0,10.0,11.0,4.0,23.0,4.0,11.0,0.05128205128205128,0.026881720430107527,,0.40404040404040403,0.25,0.35,8.0,9.0,3.0,1.0,21.0,9.0,6.0,0.019230769230769232,0.6666666666666666,0.5374399999999999,13.0,13.0,11.0,16.0,3.0,1.0,4.0,2.0,11.0,,0.36363636363636365,0.06666666666666667,0.02,0.13131313131313133,5.0,,,,,0.38461538461538464,0.38461538461538464,0.6,,5.0,11.0,2.0,0.12195121951219512,0.21739130434782608,0.10679611650485436,0.1095890410958904,0.10344827586206896,0.08571428571428572,1.0,7.0,0.038461538461538464,12.0,0.15151515151515152,False,5.0,7.0,3.0,15.0,3.0,22.0,5.0,10.0,6.0,66.0,6.0,15.0,1.0,1.0,6.0,3.0,1.0,1.0,2.0,2.0,8.0,2.0,3.0,3.0,8.0,1.0,1.0,2.0,1.0,0.3793103448275862,0.5,0.3793103448275862,0.5555555555555556,0.4166666666666667,0.4166666666666667,0.02040816326530612,0.020833333333333332,0.02040816326530612,0.02,0.125,0.3888888888888889,0.3888888888888889,1.0,0.375,0.375,1.0,0.625,0.4,0.6,0.42857142857142855,0.375,0.08264462809917356,,,,,,,,,,,,,,,,,,,,,,,,
2098,1610612747,Slava Medvedenko,Slava Medvedenko,2098,LAL,14375.0,240,-37,411,423,98,157,54.0,834,,,,420,,21.0,50.0,98,,18.776371308016877,,,0.24,0.4369800000000001,0.42564285714285716,,0.2384428223844282,12.0,18.0,3.0,4.0,6.0,14.0,33.0,75.0,83.0,5.0,14.0,15.0,54.0,22.0,30.0,53.0,21.0,11.0,1.0,15.0,0.8181818181818182,0.8709677419354839,0.44,0.35714285714285715,0.44,0.35714285714285715,0.49404761904761907,0.46875,0.14666666666666667,0.1414141414141414,0.15,0.24,0.6666666666666666,0.6666666666666666,0.75,0.18666666666666668,0.42857142857142855,0.46153846153846156,0.5,0.2857142857142857,0.75,0.13253012048192772,0.13253012048192772,0.18072289156626506,12.417333333333334,,,,,,8.0,10.0,5.0,22.0,6.0,23.0,0.125,0.09545454545454546,0.17647058823529413,,,,4.0,8.0,1.0,2.0,4.0,4.0,6.0,0.1111111111111111,0.5,0.44088571428571427,43.0,17.0,5.0,12.0,2.0,3.0,4.0,3.0,5.0,1.0,0.8,0.0967741935483871,0.07317073170731707,0.5733333333333334,15.0,,,,,0.3488372093023256,0.3488372093023256,1.0,,1.0,6.0,1.0,0.013333333333333334,,0.125,0.1388888888888889,0.14814814814814814,0.05714285714285714,2.0,1.0,0.16666666666666666,,0.3076923076923077,False,2.0,,,,,,3.0,13.0,,,4.0,,2.0,2.0,15.0,,,2.0,2.0,,3.0,1.0,,2.0,4.0,3.0,,,,,,,0.375,0.375,0.5,0.0872093023255814,0.075,0.11320754716981132,0.0759493670886076,0.75,,,,,,,0.5,,,,,0.1566265060240964,7.0,3.0,1.0,1.0,1.0,0.07142857142857142,,,,,,,,,,,,,,,,,,
